"name";"datasets";"reuses";"total"
"tchr";1;0;1
"trait-de-cote-haute-resolution";1;0;1
"extraplac";1;0;1
"plateau-continental";1;0;1
"stan";1;0;1
"banque-populaire-aquitaine-centre-atlantique";1;0;1
"bpaca";1;0;1
"attestation-de-formation-specialisee";1;0;1
"attestation-de-formation-specialisee-approfondie";1;0;1
"attestation-detudes-approfondies-en-chirurgie-dentaire";1;0;1
"autres-diplomes-nationaux-niveau-de-formation-bac";1;0;1
"capacite-de-medecine";1;0;1
"capacite-en-droit";1;0;1
"certificat-de-capacite-dorthophoniste";1;0;1
"certificat-de-capacite-dorthoptiste";1;0;1
"certificat-detudes-cliniques-specialisees-mention-orthodontie";1;0;1
"certificat-detudes-superieures-en-chirurgie-dentaire";1;0;1
"certificat-detudes-superieures-en-chirurgie-dentaire-a";1;0;1
"certificat-detudes-superieures-en-chirurgie-dentaire-b";1;0;1
"diplome-de-formation-medicale-specialisee-approfondie";1;0;1
"diplome-detat-daudioprothesiste";1;0;1
"diplome-detat-de-docteur-en-chirurgie-dentaire";1;0;1
"diplome-detat-de-docteur-en-medecine";1;0;1
"diplome-detat-de-docteur-en-pharmacie";1;0;1
"diplome-detat-de-manipulateur-delectroradiologie-medicale";1;0;1
"diplome-detat-de-masseur-kinesitherapeute";1;0;1
"diplome-detat-de-pedicure-podologue";1;0;1
"diplome-detat-de-psychomotricien";1;0;1
"diplome-detat-de-sage-femme-maieutique";1;0;1
"diplome-detat-dergotherapeute";1;0;1
"diplome-detat-dinfirmier-anesthesiste";1;0;1
"diplome-detudes-specialisees-complementaires-biologie-medicale";1;0;1
"diplome-detudes-specialisees-complementaires-medecine";1;0;1
"diplome-detudes-specialisees-complementaires-medecine-groupe-1";1;0;1
"diplome-detudes-specialisees-complementaires-medecine-groupe-2";1;0;1
"diplome-detudes-specialisees-de-medecine";1;0;1
"diplome-detudes-specialisees-de-pharmacie";1;0;1
"diplome-detudes-specialisees-dodontologie";1;0;1
"diplome-dingenieur-conjoint";1;0;1
"diplome-dinstitut-detudes-politiques";1;0;1
"diplome-interuniversitaire-de-specialisation-de-medecine";1;0;1
"diplomes-de-formation-medicale-specialisee";1;0;1
"formation-dingenieur-classique";1;0;1
"formation-dingenieur-en-partenariat";1;0;1
"formation-dingenieur-specialisee";1;0;1
"habilitation-a-diriger-des-recherches";1;0;1
"licence-lmd";1;0;1
"maitrise-de-sciences-biologiques-et-medicales";1;0;1
"maitrise-de-sciences-biologiques-et-medicales-c2";1;0;1
"master-enseignement";1;0;1
"pluripass";1;0;1
"premiere-annee-commune-aux-etudes-de-sante";1;0;1
"qualification-en-medecine-generale";1;0;1
"criminalite-2016";1;0;1
"organisatin";1;0;1
"symielecvar";1;0;1
"osterreich";1;0;1
"budapest";1;0;1
"hungary";1;0;1
"magyarorszag";1;0;1
"miskolc";1;0;1
"tableau-au-conseil";1;0;1
"seba";1;0;1
"syndical";1;0;1
"prix-eau";1;0;1
"cnefop";1;0;1
"datadock";1;0;1
"isq";1;0;1
"opqf";1;0;1
"aire-marine-protegee";1;0;1
"jop";1;0;1
"lagon";1;0;1
"paralympique-village";1;0;1
"profils-sismiques";1;0;1
"referentiel-spatial";1;0;1
"sismique-reflexion";1;0;1
"sous-produits-assainissement";1;0;1
"sparker";1;0;1
"barriere-degel";1;0;1
"arleusis";1;0;1
"cylotourisme";1;0;1
"espaces-dactivites";1;0;1
"plan-durbanisme";1;0;1
"reglementation-de-lurbanisme";1;0;1
"deboisement";1;0;1
"quebec";1;0;1
"annuaire-sante";1;0;1
"charge-de-recherche";1;0;1
"directeur-de-recherche";1;0;1
"directeur-de-these";1;0;1
"maitre-de-conference";1;0;1
"professeur-des-universites";1;0;1
"revue";1;0;1
"cine-gouter";1;0;1
"driveco";1;0;1
"la-defense-jazz-festival";1;0;1
"la-science-se-livre";1;0;1
"comite-entreprise";1;0;1
"delegation-unique-du-personnel";1;0;1
"delegue-du-personnel";1;0;1
"document-darpentage";1;0;1
"aide-au-retour-a-lemploi";1;0;1
"rapport-developpement-durable";1;0;1
"rdd";1;0;1
"france-bleu";1;0;1
"france-musique";1;0;1
"mouv";1;0;1
"radio-france";1;0;1
"ligne-departementale";1;0;1
"reseau-routier-interurbain";1;0;1
"val-de-loire";1;0;1
"villes-moyennes";1;0;1
"politique-contractuelle";1;0;1
"script-alert-1-script";1;0;1
"n-changement-climatique";1;0;1
"n-habitat-indigne";1;0;1
"n-intercommunalite";1;0;1
"n-lim-admin-speciale";1;0;1
"n-occupation-sol";1;0;1
"n-parc-logements";1;0;1
"n-routier";1;0;1
"n-seisme";1;0;1
"n-zonages-risque-technologique";1;0;1
"disparus";1;0;1
"peintures";1;0;1
"amandes-de-mer";1;0;1
"antifer";1;0;1
"arts-dormants";1;0;1
"arts-trainants";1;0;1
"baie-de-granville";1;0;1
"baie-des-veys";1;0;1
"cabillauds";1;0;1
"cap-levi";1;0;1
"coquille";1;0;1
"crevette";1;0;1
"crpmemn";1;0;1
"gefosse-fontenay";1;0;1
"huitres-plates";1;0;1
"merlus";1;0;1
"mouliers";1;0;1
"peche-a-pied";1;0;1
"perche";1;0;1
"praire";1;0;1
"praires";1;0;1
"salmonides";1;0;1
"sienne";1;0;1
"soles";1;0;1
"tellines";1;0;1
"treport";1;0;1
"acier";1;0;1
"aluminium";1;0;1
"ampoule";1;0;1
"batterie";1;0;1
"capsule-nespresso";1;0;1
"dds";1;0;1
"ela";1;0;1
"gravat";1;0;1
"huile";1;0;1
"inerte";1;0;1
"machefer";1;0;1
"pehd";1;0;1
"pet";1;0;1
"pile";1;0;1
"radiographie";1;0;1
"refiom";1;0;1
"acide";1;0;1
"chorhydrique";1;0;1
"cot";1;0;1
"fumee";1;0;1
"h2o";1;0;1
"hcl";1;0;1
"jeter";1;0;1
"poussiere";1;0;1
"soufre";1;0;1
"cours-ethereum";1;0;1
"btc";0;1;1
"btc-eur";0;1;1
"cours-bitcoin-en-direct";0;1;1
"cours-btc";0;1;1
"cours-en-direct";0;1;1
"homard";1;0;1
"peche-sous-marine";1;0;1
"ecommerce";0;1;1
"ecovallee";1;0;1
"gam";1;0;1
"garage-a-moto";1;0;1
"garage-a-velo";1;0;1
"gav";1;0;1
"stationnement-2-roues";1;0;1
"aster";1;0;1
"oreilles-de-cochon";1;0;1
"origines-geographiques";0;1;1
"representatitivite";0;1;1
"alti-courbe-de-niveaux-altimetrie-mnt-relief";1;0;1
"eaux-douces";1;0;1
"louveteries";1;0;1
"aloses";0;1;1
"lamproies";0;1;1
"truite-de-mer";0;1;1
"zones-de-gestion-de-restriction";0;1;1
"modules-sonores";1;0;1
"sonorisation";1;0;1
"art3";1;0;1
"article3";1;0;1
"avis-articles-3";1;0;1
"bp2018";1;0;1
"budget-primitif-2018";1;0;1
"categorisation";1;0;1
"compta-administratif-2017";1;0;1
"comptes-administratif-2017";1;0;1
"cout-construction-maison";1;0;1
"grands-projets";1;0;1
"maison-pas-cher";1;0;1
"maison-pas-chere";1;0;1
"marche-forains";1;0;1
"namr";1;0;1
"odater";1;0;1
"plan-administratif";1;0;1
"plan-ville";1;0;1
"plu-plui-pos-sudocuh";1;0;1
"plu-pos-plui-sudocuh";1;0;1
"plu-pos-sudocuh";1;0;1
"plui-plu-pos-sudocuh";1;0;1
"prix-construction-maison";1;0;1
"redon-ville-budget-bp2018";1;0;1
"achat-vehicule-neuf";0;1;1
"achat-voiture-neuve";0;1;1
"blog-auto";0;1;1
"mandataire-auto";0;1;1
"parfum";0;1;1
"parfum-femme";0;1;1
"parfum-pas-cher";0;1;1
"parfum-prix";0;1;1
"voitures-neuves";0;1;1
"hip-hop";1;0;1
"pont-labbe";1;0;1
"donnees-libres";1;0;1
"numeros-courts";1;0;1
"point-de-recharge";1;0;1
"basejoconde";0;1;1
"cd-29";1;0;1
"transport-routier-voyageurs";1;0;1
"evaluation-collaborative";0;1;1
"election-pro";1;0;1
"organisation-syndicale";1;0;1
"irp";1;0;1
"reservation-moto-taxi-paris";0;1;1
"reserver-taxi-moto-a-paris";0;1;1
"tarifs-taxi-moto-paris";0;1;1
"transports64";1;0;1
"https";0;1;1
"box";1;0;1
"cite-lib";1;0;1
"contrat-de-ville";1;0;1
"declaration-projet-travaux";1;0;1
"eclections";1;0;1
"expression-publique";1;0;1
"fnb";1;0;1
"pgv";1;0;1
"tfb";1;0;1
"union-quartier";1;0;1
"moto-taxis-paris";0;1;1
"reserver-un-taxi-moto-a-paris";0;1;1
"geofabrik";1;0;1
"astuce-informatique";0;1;1
"conseil-informatique";0;1;1
"creation-site-internet";0;1;1
"developpement-web";0;1;1
"cadeau-dentreprise";0;1;1
"objets-promotionnels";0;1;1
"vetements-personnalises";0;1;1
"90100";1;0;1
"insee-90064";1;0;1
"lepuix-neuf";1;0;1
"moto-taxi-paris";0;1;1
"paris-tarifs-taxis-moto-paris";0;1;1
"reservation-taxi-moto-paris";0;1;1
"dispositif-pinel";1;0;1
"tarifs-taxis-moto-paris";0;1;1
"taxis-moto-paris";0;1;1
"electrical-charge";1;0;1
"propagandes";1;0;1
"hta-bt";1;0;1
"parametrage";1;0;1
"reseau-cartographique";1;0;1
"labex";1;0;1
"les-passes-dans-le-present";1;0;1
"esof-2018";1;0;1
"conservation-des-especes";1;0;1
"legislation-de-l-environnement";1;0;1
"mesure-de-protection";1;0;1
"carroyage-insee";1;0;1
"epl";1;0;1
"infra-communal";1;0;1
"operations-d-interet";1;0;1
"orcod";1;0;1
"peages";0;1;1
"comites-dentreprise";1;0;1
"elections-profesionnelles";1;0;1
"data-mining";1;0;1
"municipale-2014";0;1;1
"fer-forge";0;1;1
"offre-post-bac";1;0;1
"offre-universitaire";1;0;1
"puget-ville";1;0;1
"aurh";0;1;1
"fnau";0;1;1
"optymo";1;0;1
"structure-des-revenus";1;0;1
"abes";1;0;1
"depannage-plombier";0;1;1
"plombier-75";0;1;1
"plombier-paris";0;1;1
"plombier-paris-express";0;1;1
"roannais-agglomeration";1;0;1
"budget-assemblee-nationale";1;0;1
"camping-morbihan";0;1;1
"campings-vendee";0;1;1
"vacances-vendee";0;1;1
"mesaides";1;0;1
"microsimulation";1;0;1
"openfisca";1;0;1
"emissions-financieres";1;0;1
"emprunt-obligataire";1;0;1
"bpvf";1;0;1
"prix-xrp-eur";1;0;1
"xrp";0;1;1
"clarinette";1;0;1
"claude-faucomprez";1;0;1
"comptes-collectivites";1;0;1
"comptes-communes";1;0;1
"simon-bernardini";1;0;1
"bruno-tuchszer";1;0;1
"carl-maria-van-weber";1;0;1
"francis-perrin";1;0;1
"guillaume-connesson";1;0;1
"isabelle-carre-legrand";1;0;1
"jean-francois-verdier";1;0;1
"johannes-brahms";1;0;1
"leopold-mozart";1;0;1
"michel-corenflos";1;0;1
"pierre-et-le-loup";1;0;1
"rossini";1;0;1
"yum-sun-linet";1;0;1
"anton-dvorak";1;0;1
"aurelien-pascal";1;0;1
"camille-saint-saens";1;0;1
"emmanuelle-bertrand";1;0;1
"franz-liszt";1;0;1
"gaetane-prouvost";1;0;1
"gerard-causse";1;0;1
"olivier-grangean";1;0;1
"olivier-greif";1;0;1
"pascal-amoyel";1;0;1
"paul-hindemith";1;0;1
"symphonie-du-nouveau-monde";1;0;1
"commande-taxi";0;1;1
"course-taxi";0;1;1
"prix-taxi";0;1;1
"reservation-taxi";0;1;1
"tarif-taxi";0;1;1
"taxi-aeroport";0;1;1
"taxi-conventionne";0;1;1
"taxi-de-nuit";0;1;1
"taxi-dimanche";0;1;1
"taxi-jours-feries";0;1;1
"taxi-ouvert";0;1;1
"corrompus";0;1;1
"etatsunis";0;1;1
"garry";0;1;1
"jeuxolympiques";0;1;1
"lemierre";0;1;1
"posters";0;1;1
"russie";0;1;1
"scandales";0;1;1
"scientificdata";0;1;1
"seringue";0;1;1
"steroides";0;1;1
"steroidesanabolisants";0;1;1
"testoterone";0;1;1
"alexa";0;1;1
"amazon";0;1;1
"echo";0;1;1
"vocal";0;1;1
"tpe-pme-com";0;1;1
"cession-immobiliere";1;0;1
"go-06-2009";1;0;1
"ortho-couleur";1;0;1
"marine-nationale";1;0;1
"secmar";1;0;1
"snsm";1;0;1
"mvne";0;1;1
"mvno";0;1;1
"bi-flux";1;0;1
"biflux";1;0;1
"collecte-en-apport-volontaire";1;0;1
"envinet";1;0;1
"linge";1;0;1
"haskell";0;1;1
"sqlite3";0;1;1
"yesod";0;1;1
"la-sorbonne";0;1;1
"multimedia-interactif";0;1;1
"defecteurs";0;1;1
"perdants";0;1;1
"creation-demploi";1;0;1
"restaurant-municipal";1;0;1
"methaniseur";1;0;1
"previsions-de-recrutement";1;0;1
"dplyr";0;1;1
"langage-r";0;1;1
"manipulation-de-donnees";0;1;1
"voip-ipbx-telephonie";1;0;1
"cabinets-de-recrutement";1;0;1
"http-eurovoc-europa-eu-100205";1;0;1
"creation-site-marchand";0;1;1
"creation-site-web";0;1;1
"chemin-de-fer-de-provence";1;0;1
"chouette";1;0;1
"points-arrets";1;0;1
"data-cadres";1;0;1
"marche-de-lemploi-cadre";1;0;1
"formats";1;0;1
"budget-annexes";1;0;1
"fonctionement";1;0;1
"belleville-sur-vie-85019";1;0;1
"brulon-72050";1;0;1
"chantonnay-85051";1;0;1
"cherre-72080";1;0;1
"evron-53097";1;0;1
"grez-en-bouere-53110";1;0;1
"l-ile-d-yeu-85113";1;0;1
"saint-jean-de-monts-85234";1;0;1
"venansault-85300";1;0;1
"avurnav";1;0;1
"cartgraphie";0;1;1
"mvno-voip";0;1;1
"aide-en-nature";1;0;1
"atlantique-nord-est";1;0;1
"mer-noire";1;0;1
"points-de-recharge";1;0;1
"hors-ligne";0;1;1
"sam";1;0;1
"reseaux-4g";0;1;1
"badminton";1;0;1
"bibliotheque-departementale";1;0;1
"bibliotheque-municipale";1;0;1
"cars-regionaux";1;0;1
"centre-daide-par-le-travail";1;0;1
"deplacement-domicile-travail";1;0;1
"deux-roues-motorises";1;0;1
"dioxyde-de-souffre";1;0;1
"dispositif-dinstruction";1;0;1
"distribution-deau";1;0;1
"egalite-hommes-femme";1;0;1
"habitat-ancien-degrade";1;0;1
"maison-dacceuil-specialisee";1;0;1
"manuels-scolaires";1;0;1
"particules-fine-pm-10";1;0;1
"regroupement-decoles";1;0;1
"risque-sanitaires";1;0;1
"secours-durgence";1;0;1
"unite-pedagogique-dintegration";1;0;1
"alerte-attentat";0;1;1
"alerte-meteo";0;1;1
"alerte-pollution";0;1;1
"localiser";0;1;1
"proteger-ses-proches";0;1;1
"trouver-ses-amis";0;1;1
"feu-tricolore-rouge-vert-orange";1;0;1
"1955";1;0;1
"1985";1;0;1
"altimetrique";1;0;1
"altimetriques";1;0;1
"amenages";1;0;1
"antivol";1;0;1
"bas-cote";1;0;1
"boil";1;0;1
"boulodromes";1;0;1
"cc50";1;0;1
"cinquieme";1;0;1
"city";1;0;1
"clous";1;0;1
"conforme";1;0;1
"conique";1;0;1
"ctpo";1;0;1
"curiosite";1;0;1
"dapport";1;0;1
"darbre";1;0;1
"darpentage";1;0;1
"denfant";1;0;1
"dinteret";1;0;1
"disolation";1;0;1
"eco-jardin";1;0;1
"elagage";1;0;1
"epi";1;0;1
"extremite";1;0;1
"goeland";1;0;1
"hameau";1;0;1
"historique-photo-prise";1;0;1
"hydronymie";1;0;1
"ign69";1;0;1
"intersection";1;0;1
"jardinage";1;0;1
"l-123-1-5-7";1;0;1
"lambert";1;0;1
"lieudit";1;0;1
"locatif";1;0;1
"nidification";1;0;1
"octeville-sur-mer";1;0;1
"oronymie";1;0;1
"over";1;0;1
"patrimonial";1;0;1
"piquets";1;0;1
"planimetrique";1;0;1
"planimetriques";1;0;1
"polygonales";1;0;1
"positionnement";1;0;1
"recul";1;0;1
"rgf93";1;0;1
"sixieme";1;0;1
"spits";1;0;1
"substitution";1;0;1
"topologique";1;0;1
"trapil";1;0;1
"venelle";1;0;1
"viaire";1;0;1
"vue-cliche-ortho-raster-image-orthophotoplan-prise";1;0;1
"vue-cliche-raster-image-prise";1;0;1
"abaisses";1;0;1
"hangar";1;0;1
"localisant";1;0;1
"pietonnes";1;0;1
"sureleve";1;0;1
"traversees";1;0;1
"avrille-49015";1;0;1
"jeu-a-13-rugby-championship-2018-toxiii";1;0;1
"lignieres-orgeres-53133";1;0;1
"mortagne-sur-sevre-85151";1;0;1
"riaille-44144";1;0;1
"coca-cola";1;0;1
"agence-departementale";1;0;1
"comite-regionaux-du-tourisme";1;0;1
"donnees-information-touristique";1;0;1
"2eme-cycle";1;0;1
"2nd-cycle";1;0;1
"capacites-daccueil";1;0;1
"derogatoire";1;0;1
"diplome-national";1;0;1
"diplome-national-de-master";1;0;1
"examen-de-dossier";1;0;1
"simique";1;0;1
"zonage-sismique";1;0;1
"capacite-dequilibrage";1;0;1
"capacites-certifiees";1;0;1
"capacites-installees";1;0;1
"congestion-physique";1;0;1
"effacements";1;0;1
"energie-dequilibrage";1;0;1
"epex-spot";1;0;1
"long-terme";1;0;1
"p2p";1;0;1
"pair-a-pair";1;0;1
"peer-to-peer";1;0;1
"pp1";1;0;1
"pp2";1;0;1
"reconciliation-temporelle";1;0;1
"reponse-graduee";1;0;1
"demandeur-d-emploi";1;0;1
"beziers";1;0;1
"bmt";1;0;1
"bcae";1;0;1
"fishery";1;0;1
"tableau-decoration";1;0;1
"gatso";1;0;1
"speedcam";1;0;1
"tableau-deco";1;0;1
"tableau-decoratif";1;0;1
"ou-habiter";0;1;1
"atd";1;0;1
"decisisons-de-justice";1;0;1
"pseudonymisation";1;0;1
"acide-chlorhydrique";1;0;1
"batteries";1;0;1
"cartouche-encre";1;0;1
"oxyde-soufre";1;0;1
"piraterie";0;1;1
"departement-71";1;0;1
"departement-de-saone-et-loire";1;0;1
"type-de-milieu";1;0;1
"8-et-9-decembre-2018";1;0;1
"modernisation-action-publique";1;0;1
"semaine-de-linnovation-publique";1;0;1
"cd29";1;0;1
"mancheouest";1;0;1
"vegetaux-marins";1;0;1
"cesure";1;0;1
"bougitude";0;1;1
"labougitude";0;1;1
"st-etienne";1;0;1
"mtes";1;0;1
"latin";1;0;1
"activite-analytique";1;0;1
"coordonnees-laboratoire";1;0;1
"domaine-dactivite";1;0;1
"laboratoire-de-reference";1;0;1
"liste-des-laboratoires";1;0;1
"mesange";1;0;1
"opale";1;0;1
"saphir";1;0;1
"fonds-cen-pour-linitiative-solidaire";1;0;1
"plan-de-mobilite-entreprise";1;0;1
"neuilly";0;1;1
"conseil-quartier";1;0;1
"enseignement-et-international";1;0;1
"surveillance-qualite-de-lair";1;0;1
"matrice";1;0;1
"budgets-votes-general";1;0;1
"mandatu";1;0;1
"chirurgie-esthetique";0;1;1
"chirurgien-esthetique";0;1;1
"prothese-mammaire";0;1;1
"carte-strategique-air";1;0;1
"flex-grid";1;0;1
"valeur-limite";1;0;1
"pm-2-5";1;0;1
"pollution-atomospherique";1;0;1
"dioxyde-souffre";1;0;1
"affaires-juridiques";1;0;1
"pleumeleuc";1;0;1
"string";1;0;1
"location-bateau";0;1;1
"accompagnements-culinaires";1;0;1
"blockhaus";1;0;1
"faisceaux";1;0;1
"pi";1;0;1
"restaurants-scolaires";1;0;1
"rubrique";1;0;1
"vestige";1;0;1
"ail-violet";1;0;1
"dispositif-local";1;0;1
"espace-daccueil";1;0;1
"espace-jeunes";1;0;1
"suresnes-information-jeunesse";1;0;1
"chronoplus";1;0;1
"hegobus";1;0;1
"smpba";1;0;1
"la-republique-en-marche";1;0;1
"larem";1;0;1
"audio";1;0;1
"autocars-conventionnes";1;0;1
"cahm";1;0;1
"culturelle";1;0;1
"diffusion-culture";1;0;1
"fiches-regionales-interactives";1;0;1
"home-office";1;0;1
"journees-du-patrimoine";1;0;1
"sdis-54";1;0;1
"voies-publiques-privees";1;0;1
"aide-sociale-facultative";1;0;1
"aides-aux-personnes-en-difficulte";1;0;1
"aquatique";1;0;1
"assistantes-maternelle";1;0;1
"sa013";1;0;1
"sa016";1;0;1
"sl008";1;0;1
"epfl";1;0;1
"loiret-maps";1;0;1
"baia";1;0;1
"bus-de-mer";1;0;1
"cobas";1;0;1
"documentation-communicable";1;0;1
"gujan-mestras";1;0;1
"klekoon";1;0;1
"la-teste-de-buch";1;0;1
"le-teich";1;0;1
"nausicaa";1;0;1
"tpmr";1;0;1
"versement-subventions";1;0;1
"citura";1;0;1
"grand-reims";1;0;1
"budget-municipal-2017";1;0;1
"petites-annonces";1;0;1
"rbus";1;0;1
"test-test";1;0;1
"citystade";1;0;1
"ephemeride";0;1;1
"fonds-unique-interministeriel";1;0;1
"fui";1;0;1
"centres-apec";1;0;1
"accouchement";1;0;1
"attribut";1;0;1
"aubette";1;0;1
"caveau";1;0;1
"celibat";1;0;1
"ciel";1;0;1
"confondu";1;0;1
"engouffrement";1;0;1
"extrait";1;0;1
"file";1;0;1
"fonctionnel";1;0;1
"handicap-mental";1;0;1
"handicap-moteur";1;0;1
"infra";1;0;1
"jonction";1;0;1
"leger";1;0;1
"livret";1;0;1
"materialisation";1;0;1
"materiau";1;0;1
"paniere";1;0;1
"parente";1;0;1
"planimetre";1;0;1
"profondeurs";1;0;1
"reducteur";1;0;1
"sonor";1;0;1
"terre-mer";1;0;1
"ppr-mt";1;0;1
"pays-d-art-et-d-histoire";1;0;1
"ville-historique";1;0;1
"palette";0;1;1
"remorquage";1;0;1
"site-sportif";1;0;1
"sport-aerien";1;0;1
"treuil";1;0;1
"boomerang";1;0;1
"cerf-volant";1;0;1
"mesures-meteo";1;0;1
"sites-vol-libre";1;0;1
"bskyb";0;1;1
"sky-customer-service";0;1;1
"sky-tv-box";0;1;1
"demande-raccordement";1;0;1
"dlva";1;0;1
"manobus";1;0;1
"transagglo";1;0;1
"hackerspace";1;0;1
"serrurier-fichet";1;0;1
"test-keyword";0;1;1
"number";0;1;1
"samsung";0;1;1
"santander";0;1;1
"virgin-media";0;1;1
"vodafone";0;1;1
"diagnostic-energetique";1;0;1
"reglementation-thermique";1;0;1
"reseau-routier-national-nc";1;0;1
"rrnnc";1;0;1
"chiffres-daffaires";1;0;1
"brie-francilienne";1;0;1
"marne-et-chantereine";1;0;1
"val-maubuee";1;0;1
"annexe-budgetaire";1;0;1
"jeu-a-13";1;0;1
"sky-box-office";0;1;1
"sky-customer-care";0;1;1
"sky-movies";0;1;1
"sky-packages";0;1;1
"sky-services";0;1;1
"sky-sports";0;1;1
"sky-tv-deal";0;1;1
"patronymes";1;0;1
"reseau-67";1;0;1
"operateurs-de-l-etat";1;0;1
"communes-de-la-casa";1;0;1
"emprise-de-la-casa";1;0;1
"limites-des-communes-de-la-casa";1;0;1
"perimetre-de-la-casa";1;0;1
"lieux-daisance-public";1;0;1
"batiment-neuf";1;0;1
"etude-thermique";1;0;1
"ope";1;0;1
"performances-energetiques";1;0;1
"rset";1;0;1
"rt2012";1;0;1
"additif-alimentaire";0;1;1
"colorant";0;1;1
"conservateur";0;1;1
"exhausteur-de-gout";0;1;1
"zonage-immobilier";1;0;1
"frais-de-location";1;0;1
"calcul-indemnites";1;0;1
"dommages-interets";1;0;1
"indemnites-prudhomales";1;0;1
"montant-maximum";1;0;1
"bilan-ges";1;0;1
"efficacite-energetique";1;0;1
"eie";1;0;1
"capacite-reglementaire";1;0;1
"ratio-de-collecte";1;0;1
"famillial";1;0;1
"reemploi-recyclage";1;0;1
"ordonnance";1;0;1
"projet-loi";1;0;1
"proposition-loi";1;0;1
"texte-legislatif";1;0;1
"accessoire-de-sport";0;1;1
"madinsport";0;1;1
"madinsport-com";0;1;1
"agglomeration-troyenne";1;0;1
"grand-troyes";1;0;1
"tcat";1;0;1
"prix-ht";1;0;1
"prix-ttc";1;0;1
"zonage-commune";1;0;1
"bareme-fiscal";1;0;1
"droit-d-habitation";1;0;1
"droit-d-usage";1;0;1
"nue-proprietaire";1;0;1
"nue-propriete";1;0;1
"usufruit";1;0;1
"usufruitier";1;0;1
"enigme";0;1;1
"coefficient-sn";1;0;1
"ail-de-cadours";1;0;1
"fresques";1;0;1
"label-zero-dechet";1;0;1
"sentinel-2";1;0;1
"serie-temporelle";1;0;1
"tableau-contemporain";1;0;1
"tableau-moderne";1;0;1
"mnh";1;0;1
"ulm";1;0;1
"bois-dechiquete";1;0;1
"bois-en-fin-de-vie";1;0;1
"boue";1;0;1
"boue-urbaine";1;0;1
"buche";1;0;1
"canne-de-mais";1;0;1
"chauffage-au-bois";1;0;1
"consommation-domestique";1;0;1
"granule";1;0;1
"industrie-agro-alimentaire";1;0;1
"menue-paille";1;0;1
"paille-de-cereale";1;0;1
"paille-de-colza";1;0;1
"transformation-du-bois";1;0;1
"centres-de-formation";1;0;1
"imsi";1;0;1
"msisdn";1;0;1
"otarie";1;0;1
"autorisations-dexercice";1;0;1
"profession-de-sante";1;0;1
"carte-cpf";1;0;1
"carte-cps";1;0;1
"fourrages";1;0;1
"gel-industriel";1;0;1
"legumineuses";1;0;1
"plantes-a-parfum";1;0;1
"carif";1;0;1
"causses-du-quercy";1;0;1
"dath";1;0;1
"deuillabarre";1;0;1
"grands-causses";1;0;1
"graus";1;0;1
"haut-languedoc";1;0;1
"incident";1;0;1
"interregionnal";1;0;1
"mesures-de-rentree";1;0;1
"pet-r";1;0;1
"pyrenee";1;0;1
"pyrenees-ariegeoises";1;0;1
"pyrenees-catalanes";1;0;1
"saintbricesousforet";1;0;1
"saintgratien";1;0;1
"saintprix";1;0;1
"soisysousmontmorency";1;0;1
"sud-de-france";1;0;1
"thermale";1;0;1
"voirie-communautaire";1;0;1
"collaborateur";1;0;1
"responsabilite-societale-entreprise-rse";1;0;1
"grand-annecy";1;0;1
"interurbains";1;0;1
"sibra";1;0;1
"secours-a-personne";1;0;1
"assurance-sant";1;0;1
"gagny";0;1;1
"biviers";1;0;1
"montbonnot-saint-martin";1;0;1
"mezieres-sur-couesnon";1;0;1
"plabennec";1;0;1
"bourg-blanc";1;0;1
"breles";1;0;1
"landevennec";1;0;1
"landunvez";1;0;1
"lanildut";1;0;1
"plomodiern";1;0;1
"ploudaniel";1;0;1
"plouguin";1;0;1
"pludalmezeau";1;0;1
"lesneven";1;0;1
"gouezec";1;0;1
"lambezellec";1;0;1
"crozon";1;0;1
"biot";1;0;1
"clichy-sous-bois";1;0;1
"contes";1;0;1
"la-crau";1;0;1
"la-farlede";1;0;1
"la-garde";1;0;1
"la-valette-du-var";1;0;1
"le-pradet";1;0;1
"sollies-pont";1;0;1
"traces-de-soldat";1;0;1
"ancemont";1;0;1
"chalons-du-maine";1;0;1
"pre-en-pail";1;0;1
"bonneuil-sur-marne";0;1;1
"grand-albigeois";1;0;1
"bron";1;0;1
"jpeg";1;0;1
"la-falede";1;0;1
"montbonnod-saint-martin";1;0;1
"manosque";0;1;1
"pre-en-pail-saint-samson";0;1;1
"arrets-bus";1;0;1
"reseau-de-transports";1;0;1
"reseau-transport";1;0;1
"salaries-agricoles";1;0;1
"demographie-et-population-autres";1;0;1
"quiumper";0;1;1
"territoire-de-la-casa";1;0;1
"bonnemain";0;1;1
"augmentation";0;1;1
"bourbarre";0;1;1
"agences-bpaca";1;0;1
"ccoworking-tiers-lieux-bureaux-partages";1;0;1
"direction-achats-etat";1;0;1
"marches-publics-gouv-fr";1;0;1
"programmation-des-achats-de-letat";1;0;1
"mont-sous-vaudrey";0;1;1
"memorialgenweb";1;0;1
"loi-de-financement-de-la-securite-sociale";1;0;1
"agro-meteorologie";0;1;1
"referendum-2018";1;0;1
"projet-d-amenagement";1;0;1
"actualites-assurance";0;1;1
"asurances";0;1;1
"1939";1;0;1
"68100";1;0;1
"68200";1;0;1
"csp-categorie-socio-professionnelle";1;0;1
"enterre";1;0;1
"essieu";1;0;1
"eurovelo";1;0;1
"gi";1;0;1
"israelite";1;0;1
"jardin-denfants";1;0;1
"jc-decaux";1;0;1
